rownum,date,hallprint_id,pit_id,species,river,site,site_no,length,hallprint_color,hallprint1,hallprint2,sex,recap,event,manhours
3601,8/3/2022,,NA,,Neches,Lower Neches,1,57,Yellow,L090,L090,NA,RECAP,3,4
1872,8/2/2022,,NA,,Neches,Lower Neches,1,65,Yellow,L091,L091,NA,RECAP,1,4
2520,8/2/2022,,NA,QUQU,Neches,Lower Neches,1,66,Yellow,L091,L091,NA,RECAP,2,4
3776,8/3/2022,,NA,,Neches,Lower Neches,1,70,Yellow,L091,L091,NA,RECAP,3,4
2381,8/2/2022,,NA,,Neches,Lower Neches,1,60,Yellow,L092,L092,NA,RECAP,2,4
3856,8/3/2022,,NA,,Neches,Lower Neches,1,65,Yellow,L092,L092,NA,RECAP,3,4
3628,8/3/2022,,NA,,Neches,Lower Neches,1,56,Yellow,L093,L093,NA,RECAP,3,4
1949,8/2/2022,,NA,,Neches,Lower Neches,1,53,Yellow,L095,L095,NA,RECAP,1,4
2519,8/2/2022,,NA,QUQU,Neches,Lower Neches,1,56,Yellow,L095,L095,NA,RECAP,2,4
3950,8/3/2022,,NA,,Neches,Lower Neches,1,58,Yellow,L095,L095,NA,RECAP,3,4
518,10/6/2021,YL096YL096,NA,LAHY,Neches,Rockland,2,70,Yellow,L096,L096,F,NEW,1,2
519,10/6/2021,YL097YL097,NA,LAHY,Neches,Rockland,2,63,Yellow,L097,L097,M,NEW,1,2
520,10/6/2021,YL098YL098,NA,LAHY,Neches,Rockland,2,79,Yellow,L098,L098,M,NEW,1,2
623,8/3/2022,,NA,,Neches,Rockland,2,81,Yellow,L098,L098,NA,RECAP,1,4
3406,8/3/2022,,NA,,Neches,Rockland,2,77,Yellow,L098,L098,NA,recap,2,4
1104,8/4/2022,,NA,LAHY,Neches,Rockland,2,81,Yellow,L098,L098,NA,RECAP,3,4
521,10/6/2021,YL099YL099,NA,LAHY,Neches,Rockland,2,72,Yellow,L099,L099,M,NEW,1,2
522,10/6/2021,YL100YL100,NA,LAHY,Neches,Rockland,2,58,Yellow,L100,L100,M,NEW,1,2
3410,8/3/2022,,NA,,Neches,Rockland,2,57,Yellow,L100,L100,NA,recap,2,4
1,10/5/2021,YL101YL101,3D6.1D594D6917,POAM,Neches,Lower Neches,1,113,Yellow,L101,L101,NA,NEW,1,3
2092,8/2/2022,,NA,,Neches,Lower Neches,1,115,Yellow,L101,L101,NA,RECAP,2,4
4347,8/3/2022,,NA,,Neches,Lower Neches,1,129,Yellow,L101,L101,NA,RECAP,3,4
2,10/5/2021,YL102YL102,3D6.1D59592010,POAM,Neches,Lower Neches,1,112,Yellow,L102,L102,NA,NEW,1,3
1951,8/2/2022,,NA,,Neches,Lower Neches,1,NA,Yellow,L102,MORT,NA,RECAP,1,4
3,10/5/2021,YL103YL103,3D6.1D595860AA,POAM,Neches,Lower Neches,1,115,Yellow,L103,L103,NA,NEW,1,3
1916,8/2/2022,,NA,,Neches,Lower Neches,1,NA,Yellow,L103,MORT,NA,RECAP,1,4
4,10/5/2021,YL104YL104,3D6.1D59591CC3,POAM,Neches,Lower Neches,1,91,Yellow,L104,L104,NA,NEW,1,3
3900,8/3/2022,,NA,,Neches,Lower Neches,1,98,Yellow,L104,L104,NA,RECAP,3,4
5,10/5/2021,YL105YL105,3D6.1D59585104,POAM,Neches,Lower Neches,1,84,Yellow,L105,L105,NA,NEW,1,3
6,10/5/2021,YL106YL106,3D6.1D5958767D,POAM,Neches,Lower Neches,1,56,Yellow,L106,L106,NA,NEW,1,3
1764,8/2/2022,,NA,TRNO,Neches,Lower Neches,1,60,Yellow,L106,L106,NA,NEW,1,4
1605,8/2/2022,,NA,TRNO,Neches,Lower Neches,1,47,Yellow,L107,L107,NA,NEW,1,4
798,8/2/2022,,NA,,Neches,Lower Neches,1,95,Yellow,L107,L107,NA,RECAP,3,4
2395,8/2/2022,,NA,,Neches,Lower Neches,1,45,Yellow,L109,L109,NA,RECAP,2,4
1603,8/2/2022,,NA,TRNO,Neches,Lower Neches,1,54,Yellow,L110,L110,NA,NEW,1,4
1921,8/2/2022,,NA,,Neches,Lower Neches,1,38,Yellow,L111,L111,NA,RECAP,1,4
1602,8/2/2022,,NA,TRNO,Neches,Lower Neches,1,53,Yellow,L112,L112,NA,NEW,1,4
2566,8/2/2022,,NA,GLRO,Neches,Lower Neches,1,47,Yellow,L113,L113,NA,RECAP,2,4
4133,8/3/2022,,NA,,Neches,Lower Neches,1,44,Yellow,L113,L113,NA,RECAP,3,4
2387,8/2/2022,,NA,,Neches,Lower Neches,1,43,Yellow,L114,L114,NA,RECAP,2,4
3955,8/3/2022,,NA,,Neches,Lower Neches,1,47,Yellow,L114,L114,NA,RECAP,3,4
1867,8/2/2022,,NA,,Neches,Lower Neches,1,41,Yellow,L115,L115,NA,RECAP,1,4
2558,8/2/2022,,NA,GLRO,Neches,Lower Neches,1,43,Yellow,L115,L115,NA,RECAP,2,4
4019,8/3/2022,,NA,,Neches,Lower Neches,1,47,Yellow,L115,L115,NA,RECAP,3,4
1924,8/2/2022,,NA,,Neches,Lower Neches,1,30,Yellow,L116,L116,NA,RECAP,1,4
2565,8/2/2022,,NA,GLRO,Neches,Lower Neches,1,33,Yellow,L116,L116,NA,RECAP,2,4
4244,8/3/2022,,NA,,Neches,Lower Neches,1,32,Yellow,L116,L116,NA,RECAP,3,4
1879,8/2/2022,,NA,,Neches,Lower Neches,1,NA,Yellow,L117,MORT,NA,RECAP,1,4
2350,8/2/2022,,NA,,Neches,Lower Neches,1,48,Yellow,L119,L119,NA,RECAP,2,4
3827,8/3/2022,,NA,,Neches,Lower Neches,1,49,Yellow,L119,L119,NA,RECAP,3,4
814,8/4/2022,,NA,,Neches,Lower Neches,1,105,Yellow,L119,L119,NA,RECAP,3,4
2559,8/2/2022,,NA,GLRO,Neches,Lower Neches,1,44,Yellow,L120,L120,NA,RECAP,2,4
3779,8/3/2022,,NA,,Neches,Lower Neches,1,45,Yellow,L120,L120,NA,RECAP,3,4
2139,8/2/2022,,NA,,Neches,Lower Neches,1,38,Yellow,L123,L123,NA,RECAP,2,4
4096,8/3/2022,,NA,,Neches,Lower Neches,1,39,Yellow,L123,L123,NA,RECAP,3,4
1604,8/2/2022,,NA,TRNO,Neches,Lower Neches,1,48,Yellow,L126,L126,NA,NEW,1,4
809,8/4/2022,,NA,,Neches,Lower Neches,1,117,Yellow,L127,L127,NA,RECAP,3,4
3600,8/3/2022,,NA,,Neches,Lower Neches,1,111,Yellow,L130,L130,NA,RECAP,3,4
1957,8/2/2022,,NA,,Neches,Lower Neches,1,92,Yellow,L133,L133,NA,RECAP,1,4
2696,8/2/2022,,NA,POPU,Neches,Lower Neches,1,99,Yellow,L133,L133,NA,RECAP,2,4
3946,8/3/2022,,NA,,Neches,Lower Neches,1,95,Yellow,L133,L133,NA,RECAP,3,4
808,8/4/2022,,NA,,Neches,Lower Neches,1,124,Yellow,L139,L139,NA,RECAP,3,4
1877,8/2/2022,,NA,,Neches,Lower Neches,1,50,Yellow,L140,L140,NA,RECAP,1,4
2494,8/2/2022,,NA,QUQU,Neches,Lower Neches,1,54,Yellow,L140,L140,NA,RECAP,2,4
3599,8/3/2022,,NA,,Neches,Lower Neches,1,53,Yellow,L140,L140,NA,RECAP,3,4
530,10/6/2021,YL141YL141,NA,LATE,Neches,Rockland,2,109,Yellow,L141,L141,M,NEW,1,2
1878,8/2/2022,,NA,,Neches,Rockland,2,68,Yellow,L141,L141,NA,RECAP,1,4
569,8/3/2022,,NA,,Neches,Rockland,2,110,Yellow,L141,L141,NA,RECAP,1,4
3414,8/3/2022,,NA,,Neches,Rockland,2,107,Yellow,L141,L141,NA,recap,2,4
1105,8/4/2022,,NA,LATE,Neches,Rockland,2,109,Yellow,L141,L141,NA,RECAP,3,4
529,10/6/2021,YL142YL142,NA,LATE,Neches,Rockland,2,109,Yellow,L142,L142,M,NEW,1,2
520,8/3/2022,,NA,,Neches,Rockland,2,109,Yellow,L142,L142,NA,RECAP,1,4
3163,8/3/2022,,NA,,Neches,Rockland,2,107,Yellow,L142,L142,NA,recap,2,4
1055,8/4/2022,,NA,LATE,Neches,Rockland,2,108,Yellow,L142,L142,NA,RECAP,3,4
528,10/6/2021,YL143YL143,NA,LATE,Neches,Rockland,2,97,Yellow,L143,L143,M,NEW,1,2
527,10/6/2021,YL144YL144,NA,LATE,Neches,Rockland,2,113,Yellow,L144,L144,M,NEW,1,2
526,10/6/2021,YL145YL145,NA,LATE,Neches,Rockland,2,104,Yellow,L145,L145,M,NEW,1,2
525,10/6/2021,YL146YL146,NA,LATE,Neches,Rockland,2,117,Yellow,L146,L146,M,NEW,1,2
517,8/3/2022,,NA,,Neches,Rockland,2,116,Yellow,L146,L146,NA,RECAP,1,4
3427,8/3/2022,,NA,,Neches,Rockland,2,114,Yellow,L146,L146,NA,recap,2,4
786,8/4/2022,,NA,LATE,Neches,Rockland,2,114,Yellow,L146,ONE TAG,NA,RECAP,3,4
524,10/6/2021,YL147YL147,NA,LATE,Neches,Rockland,2,99,Yellow,L147,L147,M,NEW,1,2
523,10/6/2021,YL148YL148,NA,LATE,Neches,Rockland,2,114,Yellow,L148,L148,M,NEW,1,2
546,10/6/2021,YL149YL149,NA,OBRE,Neches,Rockland,2,58,Yellow,L149,L149,NA,NEW,1,2
543,10/6/2021,YL150YL150,NA,OBRE,Neches,Rockland,2,42,Yellow,L150,L150,NA,NEW,1,2
560,10/6/2021,YL151YL151,NA,MENE,Neches,Rockland,2,132,Yellow,L151,L151,NA,NEW,1,2
521,8/3/2022,,NA,,Neches,Rockland,2,134,Yellow,L151,L151,NA,RECAP,1,4
561,10/6/2021,YL152YL152,NA,MENE,Neches,Rockland,2,142,Yellow,L152,L152,NA,NEW,1,2
515,8/3/2022,,NA,,Neches,Rockland,2,147,Yellow,L152,L152,NA,RECAP,1,4
3234,8/3/2022,,NA,,Neches,Rockland,2,147,yellow,L152,L152,NA,recap,2,4
562,10/6/2021,YL153YL153,NA,MENE,Neches,Rockland,2,99,Yellow,L153,L153,NA,NEW,1,2
513,8/3/2022,,NA,,Neches,Rockland,2,103,Yellow,L153,L153,NA,RECAP,1,4
3214,8/3/2022,,NA,,Neches,Rockland,2,101,yellow,L153,L153,NA,recap,2,4
563,10/6/2021,YL154YL154,NA,MENE,Neches,Rockland,2,139,Yellow,L154,L154,NA,NEW,1,2
3135,8/3/2022,,NA,,Neches,Rockland,2,140,Yellow,L154,L154,NA,recap,2,4
1070,8/4/2022,,NA,MENE,Neches,Rockland,2,140,Yellow,L154,L154,NA,RECAP,3,4
564,10/6/2021,YL155YL155,NA,MENE,Neches,Rockland,2,143,Yellow,L155,L155,NA,NEW,1,2
613,8/3/2022,,NA,,Neches,Rockland,2,143,Yellow,L155,L155,NA,RECAP,1,4
565,10/6/2021,YL156YL156,NA,MENE,Neches,Rockland,2,126,Yellow,L156,L156,NA,NEW,1,2
566,10/6/2021,YL157YL157,NA,MENE,Neches,Rockland,2,146,Yellow,L157,L157,NA,NEW,1,2
567,10/6/2021,YL158YL158,NA,MENE,Neches,Rockland,2,122,Yellow,L158,L158,NA,NEW,1,2
1103,8/4/2022,,NA,MENE,Neches,Rockland,2,120,Yellow,L158,L158,NA,RECAP,3,4
539,10/6/2021,YL159YL159,NA,TRVE,Neches,Rockland,2,102,Yellow,L159,L159,F,NEW,1,2
622,8/3/2022,,NA,,Neches,Rockland,2,42,Yellow,L162,L162,NA,RECAP,1,4
503,10/6/2021,YL164YL164,NA,TRNO,Neches,Rockland,2,77,Yellow,L164,L164,NA,NEW,1,2
505,10/6/2021,YL165YL165,NA,TRNO,Neches,Rockland,2,63,Yellow,L165,L165,NA,NEW,1,2
550,8/3/2022,,NA,,Neches,Rockland,2,63,Yellow,L165,L165,NA,RECAP,1,4
1063,8/4/2022,,NA,TRNO,Neches,Rockland,2,61,Yellow,L165,L165,NA,RECAP,3,4
501,10/6/2021,YL166YL166,NA,TRNO,Neches,Rockland,2,61,Yellow,L166,L166,NA,NEW,1,2
1249,8/4/2022,,NA,TRNO,Neches,Rockland,2,53,Yellow,L166,L166,NA,RECAP,3,4
507,10/6/2021,YL167YL167,NA,TRNO,Neches,Rockland,2,41,Yellow,L167,L167,NA,NEW,1,2
3148,8/3/2022,,NA,,Neches,Rockland,2,43,Yellow,L167,L167,NA,recap,2,4
1117,8/4/2022,,NA,TRNO,Neches,Rockland,2,45,Yellow,L167,L167,NA,RECAP,3,4
504,10/6/2021,YL168YL168,NA,TRNO,Neches,Rockland,2,55,Yellow,L168,L168,NA,NEW,1,2
509,10/6/2021,YL169YL169,NA,TRNO,Neches,Rockland,2,50,Yellow,L169,L169,NA,NEW,1,2
511,10/6/2021,YL170YL170,NA,TRNO,Neches,Rockland,2,60,Yellow,L170,L170,NA,NEW,1,2
512,10/6/2021,YL171YL171,NA,TRNO,Neches,Rockland,2,60,Yellow,L171,L171,NA,NEW,1,2
515,10/6/2021,YL172YL172,NA,QUQU,Neches,Rockland,2,48,Yellow,L172,L172,NA,NEW,1,2
517,10/6/2021,YL173YL173,NA,QUQU,Neches,Rockland,2,48,Yellow,L173,L173,NA,NEW,1,2
603,8/3/2022,,NA,,Neches,Rockland,2,48,Yellow,L173,L173,NA,RECAP,1,4
807,8/4/2022,,NA,QUQU,Neches,Rockland,2,60,Yellow,L173,L173,NA,RECAP,3,4
516,10/6/2021,YL174YL174,NA,QUQU,Neches,Rockland,2,41,Yellow,L174,L174,NA,NEW,1,2
532,10/6/2021,YL175YL175,NA,TRVE,Neches,Rockland,2,96,Yellow,L175,L175,M,NEW,1,2
3169,8/3/2022,,NA,,Neches,Rockland,2,96,Yellow,L175,L175,NA,recap,2,4
1254,8/4/2022,,NA,TRVE,Neches,Rockland,2,95,Yellow,L175,L175,NA,RECAP,3,4
534,10/6/2021,YL176YL176,NA,TRVE,Neches,Rockland,2,86,Yellow,L176,L176,M,NEW,1,2
557,8/3/2022,,NA,,Neches,Rockland,2,84,Yellow,L176,L176,NA,RECAP,1,4
3127,8/3/2022,,NA,,Neches,Rockland,2,85,Yellow,L176,L176,NA,recap,2,4
1074,8/4/2022,,NA,TRVE,Neches,Rockland,2,87,Yellow,L176,L176,NA,RECAP,3,4
535,10/6/2021,YL177YL177,NA,TRVE,Neches,Rockland,2,95,Yellow,L177,L177,M,NEW,1,2
605,8/3/2022,,NA,,Neches,Rockland,2,92,Yellow,L177,L177,NA,RECAP,1,4
3152,8/3/2022,,NA,,Neches,Rockland,2,93,Yellow,L177,L177,NA,recap,2,4
804,8/4/2022,,NA,TRVE,Neches,Rockland,2,61,Yellow,L177,L177,NA,RECAP,3,4
536,10/6/2021,YL178YL178,NA,TRVE,Neches,Rockland,2,83,Yellow,L178,L178,M,NEW,1,2
533,10/6/2021,YL179YL179,NA,TRVE,Neches,Rockland,2,84,Yellow,L179,L179,M,NEW,1,2
537,10/6/2021,YL180YL180,NA,TRVE,Neches,Rockland,2,70,Yellow,L180,L180,M,NEW,1,2
538,10/6/2021,YL181YL181,NA,TRVE,Neches,Rockland,2,78,Yellow,L181,L181,M,NEW,1,2
1265,8/4/2022,,NA,TRVE,Neches,Rockland,2,78,Yellow,L181,MORT,NA,RECAP,3,4
556,10/6/2021,YL182YL182,NA,OBRE,Neches,Rockland,2,49,Yellow,L182,L182,NA,NEW,1,2
620,8/3/2022,,NA,,Neches,Rockland,2,49,Yellow,L182,L182,NA,RECAP,1,4
3399,8/3/2022,,NA,,Neches,Rockland,2,44,Yellow,L182,L182,NA,recap,2,4
797,8/4/2022,,NA,OBRE,Neches,Rockland,2,133,Yellow,L182,L182,NA,RECAP,3,4
1079,8/4/2022,,NA,OBRE,Neches,Rockland,2,49,Yellow,L182,L182,NA,RECAP,3,4
557,10/6/2021,YL183YL183,NA,OBRE,Neches,Rockland,2,53,Yellow,L183,L183,NA,NEW,1,2
618,8/3/2022,,NA,,Neches,Rockland,2,51,Yellow,L183,L183,NA,RECAP,1,4
3536,8/3/2022,,NA,,Neches,Rockland,2,50,yellow,L183,L183,M,recap,2,4
553,10/6/2021,YL184YL184,NA,OBRE,Neches,Rockland,2,44,Yellow,L184,L184,NA,NEW,1,2
3401,8/3/2022,,NA,,Neches,Rockland,2,40,Yellow,L184,L184,NA,recap,2,4
554,10/6/2021,YL185YL185,NA,OBRE,Neches,Rockland,2,52,Yellow,L185,L185,NA,NEW,1,2
801,8/4/2022,,NA,OBRE,Neches,Rockland,2,145,Yellow,L185,L185,NA,RECAP,3,4
549,10/6/2021,YL186YL186,NA,OBRE,Neches,Rockland,2,48,Yellow,L186,L186,NA,NEW,1,2
551,10/6/2021,YL187YL187,NA,OBRE,Neches,Rockland,2,42,Yellow,L187,L187,NA,NEW,1,2
533,8/3/2022,,NA,,Neches,Rockland,2,41,Yellow,L187,L187,NA,RECAP,1,4
3523,8/3/2022,,NA,,Neches,Rockland,2,42,yellow,L187,L187,M,recap,2,4
1082,8/4/2022,,NA,OBRE,Neches,Rockland,2,44,Yellow,L187,L187,NA,RECAP,3,4
550,10/6/2021,YL188YL188,NA,OBRE,Neches,Rockland,2,47,Yellow,L188,L188,NA,NEW,1,2
545,10/6/2021,YL189YL189,NA,OBRE,Neches,Rockland,2,54,Yellow,L189,L189,NA,NEW,1,2
544,10/6/2021,YL190YL190,NA,OBRE,Neches,Rockland,2,44,Yellow,L190,L190,NA,NEW,1,2
554,8/3/2022,,NA,,Neches,Rockland,2,45,Yellow,L190,L190,NA,RECAP,1,4
3409,8/3/2022,,NA,,Neches,Rockland,2,42,Yellow,L190,L190,NA,recap,2,4
929,8/4/2022,,NA,OBRE,Neches,Rockland,2,44,Yellow,L190,L190,NA,RECAP,3,4
613,10/6/2021,YL191YL191,NA,CYPU,Neches,Rockland,2,48,Yellow,L191,L191,NA,NEW,1,2
615,10/6/2021,YL192YL192,NA,CYPU,Neches,Rockland,2,60,Yellow,L192,L192,NA,NEW,1,2
3223,8/3/2022,,NA,,Neches,Rockland,2,60,yellow,L192,L192,NA,recap,2,4
1056,8/4/2022,,NA,CYPU,Neches,Rockland,2,61,Yellow,L192,L192,NA,RECAP,3,4
616,10/6/2021,YL193YL193,NA,CYPU,Neches,Rockland,2,49,Yellow,L193,L193,NA,NEW,1,2
3130,8/3/2022,,NA,,Neches,Rockland,2,49,Yellow,L193,L193,NA,recap,2,4
612,10/6/2021,YL194YL194,NA,CYPU,Neches,Rockland,2,47,Yellow,L194,L194,NA,NEW,1,2
563,8/3/2022,,NA,,Neches,Rockland,2,47,Yellow,L194,L194,NA,RECAP,1,4
3400,8/3/2022,,NA,,Neches,Rockland,2,45,Yellow,L194,L194,NA,recap,2,4
607,10/6/2021,YL195YL195,NA,CYPU,Neches,Rockland,2,45,Yellow,L195,L195,NA,NEW,1,2
1107,8/4/2022,,NA,CYPU,Neches,Rockland,2,115,Yellow,L195,L195,NA,RECAP,3,4
609,10/6/2021,YL196YL196,NA,CYPU,Neches,Rockland,2,48,Yellow,L196,L196,NA,NEW,1,2
610,10/6/2021,YL197YL197,NA,CYPU,Neches,Rockland,2,46,Yellow,L197 ,L197 ,NA,NEW,1,2
601,10/6/2021,YL198YL198,NA,CYPU,Neches,Rockland,2,47,Yellow,L198,L198,NA,NEW,1,2
551,8/3/2022,,NA,,Neches,Rockland,2,47,Yellow,L198,L198,NA,RECAP,1,4
3404,8/3/2022,,NA,,Neches,Rockland,2,44,Yellow,L198,L198,NA,recap,2,4
1270,8/4/2022,,NA,CYPU,Neches,Rockland,2,47,Yellow,L198,L198,NA,RECAP,3,4
614,10/6/2021,YL199YL199,NA,CYPU,Neches,Rockland,2,49,Yellow,L199,L199,NA,NEW,1,2
505,8/3/2022,,NA,,Neches,Rockland,2,47,Yellow,L199,L199,NA,RECAP,1,4
608,10/6/2021,YL200YL200,NA,CYPU,Neches,Rockland,2,41,Yellow,L200,L200,NA,NEW,1,2
498,8/3/2022,,NA,,Neches,Rockland,2,41,Yellow,L200,L200,NA,RECAP,1,4
3432,8/3/2022,,NA,,Neches,Rockland,2,40,Yellow,L200,L200,NA,recap,2,4
605,10/6/2021,YL201YL201,NA,CYPU,Neches,Rockland,2,38,Yellow,L201,L201,NA,NEW,1,2
3143,8/3/2022,,NA,,Neches,Rockland,2,39,Yellow,L201,L201,NA,recap,2,4
589,10/6/2021,YL202YL202,NA,CYPU,Neches,Rockland,2,51,Yellow,L202,L202,NA,NEW,1,2
590,10/6/2021,YL203YL203,NA,CYPU,Neches,Rockland,2,50,Yellow,L203,L203,NA,NEW,1,2
619,8/3/2022,,NA,,Neches,Rockland,2,50,Yellow,L203,L203,NA,RECAP,1,4
3533,8/3/2022,,NA,,Neches,Rockland,2,48,yellow,L203,L203,M,recap,2,4
1271,8/4/2022,,NA,CYPU,Neches,Rockland,2,50,Yellow,L203,L203,NA,RECAP,3,4
602,10/6/2021,YL204YL204,NA,CYPU,Neches,Rockland,2,56,Yellow,L204,L204,NA,NEW,1,2
501,8/3/2022,,NA,,Neches,Rockland,2,54,Yellow,L204,L204,NA,RECAP,1,4
3434,8/3/2022,,NA,,Neches,Rockland,2,55,Yellow,L204,L204,NA,recap,2,4
781,8/4/2022,,NA,CYPU,Neches,Rockland,2,55,Yellow,L204,L204,NA,RECAP,3,4
596,10/6/2021,YL205YL205,NA,CYPU,Neches,Rockland,2,51,Yellow,L205,L205,NA,NEW,1,2
587,10/6/2021,YL206YL206,NA,CYPU,Neches,Rockland,2,60,Yellow,L206,L206,NA,NEW,1,2
594,10/6/2021,YL207YL207,NA,CYPU,Neches,Rockland,2,45,Yellow,L207,L207,NA,NEW,1,2
3121,8/3/2022,,NA,,Neches,Rockland,2,44,Yellow,L207,L207,NA,recap,2,4
1248,8/4/2022,,NA,CYPU,Neches,Rockland,2,46,Yellow,L207,ONE TAG,NA,RECAP,3,4
584,10/6/2021,YL208YL208,NA,CYPU,Neches,Rockland,2,49,Yellow,L208,L208,NA,NEW,1,2
641,10/6/2021,YL208YL208,NA,PLDO,Neches,Rockland,2,89,Yellow,L208,L208,NA,NEW,1,2
536,8/3/2022,,NA,,Neches,Rockland,2,47,Yellow,L208,L208,NA,RECAP,1,4
3227,8/3/2022,,NA,,Neches,Rockland,2,49,yellow,L208,L208,NA,recap,2,4
600,10/6/2021,YL209YL209,NA,CYPU,Neches,Rockland,2,48,Yellow,L209,L209,NA,NEW,1,2
628,8/3/2022,,NA,,Neches,Rockland,2,46,Yellow,L209,L209,NA,RECAP,1,4
3218,8/3/2022,,NA,,Neches,Rockland,2,48,yellow,L209,L209,NA,recap,2,4
1102,8/4/2022,,NA,CYPU,Neches,Rockland,2,48,Yellow,L209,L209,NA,RECAP,3,4
606,10/6/2021,YL210YL210,NA,CYPU,Neches,Rockland,2,54,Yellow,L210,L210,NA,NEW,1,2
1869,8/2/2022,,NA,,Neches,Lower Neches,1,42,Yellow,L210,L210,NA,RECAP,1,4
3147,8/3/2022,,NA,,Neches,Rockland,2,51,Yellow,L210,L210,NA,recap,2,4
583,10/6/2021,YL211YL211,NA,CYPU,Neches,Rockland,2,53,Yellow,L211,L211,NA,NEW,1,2
553,8/3/2022,,NA,,Neches,Rockland,2,52,Yellow,L211,L211,NA,RECAP,1,4
3405,8/3/2022,,NA,,Neches,Rockland,2,50,Yellow,L211,L211,NA,recap,2,4
1076,8/4/2022,,NA,CYPU,Neches,Rockland,2,52,Yellow,L211,L211,NA,RECAP,3,4
585,10/6/2021,YL212YL212,NA,CYPU,Neches,Rockland,2,58,Yellow,L212,L212,NA,NEW,1,2
496,8/3/2022,,NA,,Neches,Rockland,2,56,Yellow,L212,L212,NA,RECAP,1,4
3526,8/3/2022,,NA,,Neches,Rockland,2,56,yellow,L212,L212,M,recap,2,4
592,10/6/2021,YL213YL213,NA,CYPU,Neches,Rockland,2,44,Yellow,L213,L213,NA,NEW,1,2
615,8/3/2022,,NA,,Neches,Rockland,2,45,Yellow,L213,L213,NA,RECAP,1,4
3411,8/3/2022,,NA,,Neches,Rockland,2,42,Yellow,L213,L213,NA,recap,2,4
935,8/4/2022,,NA,CYPU,Neches,Rockland,2,45,Yellow,L213,L213,NA,RECAP,3,4
580,10/6/2021,YL214YL214,NA,CYPU,Neches,Rockland,2,53,Yellow,L214,L214,NA,NEW,1,2
578,8/3/2022,,NA,,Neches,Rockland,2,52,Yellow,L214,L214,NA,RECAP,1,4
1081,8/4/2022,,NA,CYPU,Neches,Rockland,2,44,Yellow,L214,L214,NA,RECAP,3,4
497,10/6/2021,YL215YL215,NA,TRNO,Neches,Rockland,2,51,Yellow,L215,L215,NA,NEW,1,2
3403,8/3/2022,,NA,,Neches,Rockland,2,50,Yellow,L215,L215,NA,recap,2,4
1269,8/4/2022,,NA,TRNO,Neches,Rockland,2,53,Yellow,L215,L215,NA,RECAP,3,4
499,10/6/2021,YL216YL216,NA,TRNO,Neches,Rockland,2,49,Yellow,L216,L216,NA,NEW,1,2
630,8/3/2022,,NA,,Neches,Rockland,2,49,Yellow,L216,L216,NA,RECAP,1,4
3429,8/3/2022,,NA,,Neches,Rockland,2,45,Yellow,L216,L216,NA,recap,2,4
502,10/6/2021,YL217YL217,NA,TRNO,Neches,Rockland,2,71,Yellow,L217,L217,NA,NEW,1,2
500,10/6/2021,YL218YL218,NA,TRNO,Neches,Rockland,2,53,Yellow,L218,L218,NA,NEW,1,2
555,8/3/2022,,NA,,Neches,Rockland,2,51,Yellow,L218,L218,NA,RECAP,1,4
3161,8/3/2022,,NA,,Neches,Rockland,2,53,Yellow,L218,L218,NA,recap,2,4
498,10/6/2021,YL219YL219,NA,TRNO,Neches,Rockland,2,63,Yellow,L219,L219,NA,NEW,1,2
769,8/4/2022,,NA,TRNO,Neches,Rockland,2,62,Yellow,L219,L219,NA,RECAP,3,4
508,10/6/2021,YL220YL220,NA,TRNO,Neches,Rockland,2,63,Yellow,L220,L220,NA,NEW,1,2
506,10/6/2021,YL221YL221,NA,TRNO,Neches,Rockland,2,57,Yellow,L221,L221,NA,NEW,1,2
627,8/3/2022,,NA,,Neches,Rockland,2,57,Yellow,L221,L221,NA,RECAP,1,4
3160,8/3/2022,,NA,,Neches,Rockland,2,52,Yellow,L221,L221,NA,recap,2,4
3430,8/3/2022,,NA,,Neches,Rockland,2,57,Yellow,L221,L221,NA,recap,2,4
937,8/4/2022,,NA,TRNO,Neches,Rockland,2,57,Yellow,L221,L221,NA,RECAP,3,4
510,10/6/2021,YL222YL222,NA,TRNO,Neches,Rockland,2,59,Yellow,L222,L222,NA,NEW,1,2
542,10/6/2021,YL223YL223,NA,OBRE,Neches,Rockland,2,55,Yellow,L223,L223,NA,NEW,1,2
513,10/6/2021,YL223YL223,NA,TRNO,Neches,Rockland,2,53,Yellow,L223,L223,NA,NEW,1,2
514,10/6/2021,YL224YL224,NA,QUQU,Neches,Rockland,2,55,Yellow,L224,L224,NA,NEW,1,2
538,8/3/2022,,NA,,Neches,Rockland,2,55,Yellow,L224,L224,NA,RECAP,1,4
3155,8/3/2022,,NA,,Neches,Rockland,2,53,Yellow,L224,L225,NA,recap,2,4
531,10/6/2021,YL225YL225,NA,TRVE,Neches,Rockland,2,105,Yellow,L225,L225,F,NEW,1,2
3116,8/3/2022,,NA,,Neches,Rockland,2,MORT,Yellow,L225,L225,NA,recap,2,4
540,10/6/2021,YL226YL226,NA,POFR,Neches,Rockland,2,53,Yellow,L226,L226,NA,NEW,1,2
541,10/6/2021,YL227YL227,NA,POFR,Neches,Rockland,2,60,Yellow,L227,L227,NA,NEW,1,2
555,10/6/2021,YL228YL228,NA,OBRE,Neches,Rockland,2,41,Yellow,L228,L228,NA,NEW,1,2
558,10/6/2021,YL229YL229,NA,OBRE,Neches,Rockland,2,26,Yellow,L229,L229,NA,NEW,1,2
